DATE,CAEREA
2017-10-01,57466164.0
2018-01-01,60105952.0
2018-04-01,61913336.0
2018-07-01,63011972.0
2018-10-01,63635700.0
2019-01-01,69890700.0
2019-04-01,71007592.0
2019-07-01,71279056.0
2019-10-01,70591724.0
2020-01-01,75748552.0
2020-04-01,67139628.0
2020-07-01,74722543.0
2020-10-01,77204709.0
2021-01-01,76573845.0
2021-04-01,76712783.0
2021-07-01,79200524.0
2021-10-01,82887268.0
2022-01-01,82708254.0
2022-04-01,80519462.0
2022-07-01,78949062.0
2022-10-01,77290452.0
